mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
-323.64868,94.3032,13.180421,33.951046,-6.692896,19.357956,1.1029309,12.885352,8.097122,-1.7205784,19.678976,-0.6035808,-0.084892504,13.784627,-4.244339,6.632775,8.388448,-4.118355,5.467482,0.30547586,Agustus
-330.43292,103.08327,9.773731,32.016163,-3.3858833,21.057163,0.935269,12.521813,8.792288,-0.7407472,18.373817,-0.9222534,-1.2139925,14.813879,-3.1656342,6.640475,7.6740904,-3.4434075,4.3448577,1.6427594,Agustus
-331.1144,103.18102,7.1105623,35.2732,-7.122881,16.547977,2.5635052,9.867869,2.3866584,-0.0390114,15.735942,-4.140133,-0.55093366,12.396097,-6.352536,4.6220055,5.9407325,-3.2422798,3.2481837,-1.3291345,Agustus
-335.89404,100.82089,11.833147,35.95993,-3.9707386,20.461002,2.684187,10.625276,4.6395187,-3.890473,16.029015,-2.8086376,-2.5549045,11.193089,-5.3526144,5.807399,5.6082954,-5.7743645,2.1581051,-0.93972504,Agustus
-366.21695,114.38353,0.32864264,44.97509,-5.4784,26.50506,-10.656145,3.3022914,8.359539,-2.7329848,12.298829,5.79578,2.6703796,2.0973892,-0.64998645,-7.927088,-5.235312,-11.502376,-12.004418,-1.0849893,April
-375.15372,121.81526,-0.8371464,42.529514,1.4995914,20.600275,-0.4768018,13.343792,10.616983,4.758105,9.772673,13.481524,3.0685725,6.5591373,1.1811284,-5.8249717,-2.3458576,-4.826584,-4.219838,-1.3317542,April
-358.69827,122.03514,-4.378107,41.41791,-3.6186697,23.321653,-5.890871,7.680046,10.380367,6.934083,13.075289,14.253225,2.7493262,6.7708573,1.8965827,-4.894826,-0.5896698,-4.604841,-3.9268687,-0.14061595,April
-334.0941,124.66264,-12.876183,46.953094,-10.444281,17.957716,-7.201085,8.315371,9.161298,2.3104174,18.741732,15.83503,1.54884,6.0116944,1.3488325,-4.6623273,0.14059639,-6.508604,-4.4569783,-1.4476683,April
-361.2124,120.03705,-2.354217,40.11733,-8.326028,12.337225,-9.588649,8.6181965,3.1976147,1.295574,17.04817,13.420351,-1.1535206,6.7875404,-2.151142,-2.5787826,-0.17166966,-7.0391607,-6.63498,-0.42152745,April
-349.45935,129.73502,1.5357475,47.361618,-2.9121282,23.065605,-2.4101396,6.076923,6.7954316,1.4474807,12.861682,14.995024,-1.0990171,2.022622,1.1793079,-6.544688,-2.2977514,-5.1387367,-3.880456,-2.4106271,April
