mfcc_awal_mean_0,mfcc_awal_std_0,mfcc_awal_mean_1,mfcc_awal_std_1,mfcc_awal_mean_2,mfcc_awal_std_2,mfcc_awal_mean_3,mfcc_awal_std_3,mfcc_awal_mean_4,mfcc_awal_std_4,mfcc_awal_mean_5,mfcc_awal_std_5,mfcc_awal_mean_6,mfcc_awal_std_6,mfcc_awal_mean_7,mfcc_awal_std_7,mfcc_awal_mean_8,mfcc_awal_std_8,mfcc_awal_mean_9,mfcc_awal_std_9,mfcc_awal_mean_10,mfcc_awal_std_10,mfcc_awal_mean_11,mfcc_awal_std_11,mfcc_awal_mean_12,mfcc_awal_std_12,mfcc_awal_mean_13,mfcc_awal_std_13,mfcc_awal_mean_14,mfcc_awal_std_14,mfcc_awal_mean_15,mfcc_awal_std_15,mfcc_awal_mean_16,mfcc_awal_std_16,mfcc_awal_mean_17,mfcc_awal_std_17,mfcc_awal_mean_18,mfcc_awal_std_18,mfcc_awal_mean_19,mfcc_awal_std_19,mfcc_tengah_mean_0,mfcc_tengah_std_0,mfcc_tengah_mean_1,mfcc_tengah_std_1,mfcc_tengah_mean_2,mfcc_tengah_std_2,mfcc_tengah_mean_3,mfcc_tengah_std_3,mfcc_tengah_mean_4,mfcc_tengah_std_4,mfcc_tengah_mean_5,mfcc_tengah_std_5,mfcc_tengah_mean_6,mfcc_tengah_std_6,mfcc_tengah_mean_7,mfcc_tengah_std_7,mfcc_tengah_mean_8,mfcc_tengah_std_8,mfcc_tengah_mean_9,mfcc_tengah_std_9,mfcc_tengah_mean_10,mfcc_tengah_std_10,mfcc_tengah_mean_11,mfcc_tengah_std_11,mfcc_tengah_mean_12,mfcc_tengah_std_12,mfcc_tengah_mean_13,mfcc_tengah_std_13,mfcc_tengah_mean_14,mfcc_tengah_std_14,mfcc_tengah_mean_15,mfcc_tengah_std_15,mfcc_tengah_mean_16,mfcc_tengah_std_16,mfcc_tengah_mean_17,mfcc_tengah_std_17,mfcc_tengah_mean_18,mfcc_tengah_std_18,mfcc_tengah_mean_19,mfcc_tengah_std_19,mfcc_akhir_mean_0,mfcc_akhir_std_0,mfcc_akhir_mean_1,mfcc_akhir_std_1,mfcc_akhir_mean_2,mfcc_akhir_std_2,mfcc_akhir_mean_3,mfcc_akhir_std_3,mfcc_akhir_mean_4,mfcc_akhir_std_4,mfcc_akhir_mean_5,mfcc_akhir_std_5,mfcc_akhir_mean_6,mfcc_akhir_std_6,mfcc_akhir_mean_7,mfcc_akhir_std_7,mfcc_akhir_mean_8,mfcc_akhir_std_8,mfcc_akhir_mean_9,mfcc_akhir_std_9,mfcc_akhir_mean_10,mfcc_akhir_std_10,mfcc_akhir_mean_11,mfcc_akhir_std_11,mfcc_akhir_mean_12,mfcc_akhir_std_12,mfcc_akhir_mean_13,mfcc_akhir_std_13,mfcc_akhir_mean_14,mfcc_akhir_std_14,mfcc_akhir_mean_15,mfcc_akhir_std_15,mfcc_akhir_mean_16,mfcc_akhir_std_16,mfcc_akhir_mean_17,mfcc_akhir_std_17,mfcc_akhir_mean_18,mfcc_akhir_std_18,mfcc_akhir_mean_19,mfcc_akhir_std_19,zcr_mean,zcr_std,rms_mean,rms_std,label_bulan
-59.541077,51.7883,132.36456,10.050474,-18.23725,19.581299,19.97902,9.996971,-27.167883,8.951979,15.575872,5.4942,-11.7056265,6.028612,7.450452,6.2794313,-6.011751,4.8469434,13.649679,2.7299335,34.563526,5.3899074,-5.95212,7.9661713,-8.1785755,2.9472182,8.388498,3.5659351,-8.92845,3.7943463,-1.4344823,2.6892552,-7.904196,2.4993691,-11.107687,3.895978,1.2879317,5.0574064,4.247716,2.2710676,-81.40266,70.91932,117.77463,20.398724,-12.853356,22.26241,59.412918,26.082466,2.340282,14.791694,-7.597296,10.48719,-19.580122,10.775476,-0.2844077,6.862356,-10.089085,7.8613586,-3.4442565,12.25482,24.184471,8.034012,13.236722,4.093429,6.009131,6.339495,9.542683,4.8931823,-2.530214,2.3549914,3.6509063,3.6827064,-14.565339,3.736751,-7.4456053,3.0875428,-7.8362427,2.3934655,-3.9911025,4.2631216,-212.11311,65.80671,93.88802,22.340666,17.74407,9.910706,28.216724,5.284308,3.2761116,11.064623,17.93089,5.4050956,8.187344,8.17937,22.09893,7.8713374,6.791605,6.2933097,19.136312,8.953181,20.950945,10.44683,15.81488,3.4135544,1.3021296,4.5951066,5.777276,2.8896139,0.29544613,5.561817,5.0438643,4.715562,-3.1443496,4.8963304,-4.902526,7.035464,-0.69787437,8.124881,7.523878,5.139691,0.05658482142857143,0.022813843518783277,0.19720843,0.1264635,April
-41.850613,34.672073,119.7545,6.619137,-29.225336,8.741592,18.74532,3.295769,-29.937124,5.487329,21.601345,8.7343,-12.025095,9.579034,13.8602705,5.974416,-3.41661,4.885265,15.511607,3.7694566,28.230762,5.04597,-5.89771,3.346693,-7.47995,2.8489594,8.171216,3.6838777,-7.037867,3.4526868,-1.6520058,2.9313092,-5.4035845,2.733689,-11.784091,3.494211,2.2637227,2.9026,3.182469,2.6958385,-115.573364,65.56737,113.39046,23.696909,4.9165387,22.470118,60.531696,33.107258,2.3152556,12.044489,-2.191036,11.376529,-14.036142,8.087018,2.222202,7.027072,-12.656623,9.845617,-6.4998627,17.74645,27.316599,6.942123,8.459712,2.094678,1.4419868,6.25496,12.954616,2.9607973,-4.178277,4.4817276,2.46393,3.3331141,-11.609863,4.479089,-7.2756515,3.7689307,-7.5995817,2.0445943,-0.77286303,6.75927,-157.57103,91.31958,117.90166,19.469084,12.018384,21.573534,38.01024,15.536309,-5.8240695,21.134705,15.386017,6.346798,1.1235172,13.839064,3.371704,9.149835,-5.9009647,4.1589518,5.2369018,5.6505013,24.138704,19.779316,11.179926,3.223167,-4.5355806,8.882314,7.633896,4.455847,-5.8411784,4.450949,1.1978375,4.8450522,-10.128442,8.008431,-6.203609,5.1754355,-9.855891,4.509847,2.2762105,5.2778916,0.0653351814516129,0.015961701962053328,0.18670462,0.0941499,April
-121.77661,109.756714,119.013824,25.714106,1.0275558,30.333654,20.24507,15.144444,-13.147,27.855715,23.775482,2.462323,-2.4707673,11.398745,16.232513,5.2868285,-3.6132424,9.32699,14.517575,6.036933,17.212147,15.138359,-2.3694308,5.300161,-6.689153,5.8545885,4.201529,3.2955563,-4.0456443,5.118324,-0.36199751,5.1023216,-6.877585,4.3264523,-1.8594722,5.64046,0.37868217,4.713427,-0.5085588,3.47836,-92.07333,56.850563,128.714,19.601791,-1.0268432,21.829758,52.609837,26.237833,-0.39091492,13.833427,-3.6748388,10.9740095,-17.378199,10.098095,6.271164,7.104188,-17.58925,9.139786,0.4415656,12.21006,24.362877,4.58063,6.9420056,5.1734023,4.449448,8.5971775,8.559549,3.3882377,-4.685631,5.055625,-0.58690375,3.5192955,-12.608378,3.435185,-9.77978,2.7427375,-5.1560388,2.7711828,-6.7987943,6.538541,-161.68878,80.018814,121.475136,21.77988,15.077374,20.567026,32.00245,11.271381,-1.2692643,17.557678,15.972324,5.732247,0.33283147,13.000374,12.4043665,8.013531,-6.3447914,6.4453745,5.5800095,3.9209006,19.483843,21.73411,9.269945,6.8711257,-3.7832663,4.8061037,6.2311234,2.556888,-6.8431816,4.8082113,-2.0579088,3.010344,-9.868588,6.0402102,-6.643129,4.1564417,-10.170438,2.901505,-4.4293895,3.9728305,0.05125596788194445,0.01308045336492432,0.18591133,0.11370465,April
-57.054523,71.6641,129.3265,8.713959,-15.373024,23.934807,21.111311,6.31394,-23.24588,14.547754,22.173859,5.2652235,-13.498006,7.6464205,19.281292,9.126762,-10.2111635,5.9399843,15.761884,5.1637735,23.69087,6.8675995,-6.362718,7.733947,-9.318325,4.082906,3.090688,3.029564,-5.257028,2.83568,-6.699078,1.7078457,-7.484385,3.0977418,-8.462697,2.77271,-1.1396695,5.663208,-0.79530835,3.9553108,-62.96648,40.180862,121.736015,24.181824,-12.075835,15.031957,69.8061,28.018688,-3.8697853,17.535036,-1.7178116,14.531832,-20.04275,8.943318,-0.23672457,5.40079,-10.689148,6.173949,-6.1255836,11.69709,29.112055,8.041627,10.923515,3.8990543,0.69566137,8.653391,10.790768,3.2702074,-5.338434,4.000367,-0.29284105,4.608059,-13.3302,3.589608,-10.692368,2.7686622,-10.413612,2.876943,-2.6210716,3.4078224,-209.82085,34.519672,116.251656,7.0224237,39.50052,13.472663,42.894466,7.996024,12.430114,9.854015,16.670683,6.728213,1.285175,2.5154305,10.404975,2.25585,-0.9463971,1.8318409,7.960565,3.0610752,3.1745758,13.067783,4.286143,2.798376,-4.8457026,3.6230175,2.0759642,3.480488,-6.6602707,3.010245,3.2585487,2.616333,-2.8022864,2.509351,-3.0842419,3.8760264,-6.8652854,2.689542,2.6627004,2.3159816,0.05588107638888889,0.021427717758119705,0.1940488,0.1077961,April
-186.69524,82.48961,110.60867,14.459477,35.56683,35.87988,41.5363,14.185257,11.043344,24.390793,21.260319,12.359963,4.414622,8.233289,5.2372036,6.6456723,-1.4594115,3.351293,1.8637537,3.5408995,4.6499763,18.47046,-3.2758105,5.741037,-4.1864285,4.2936,1.0028242,4.2725325,-6.9823785,4.7276125,2.279341,3.924464,-7.258922,6.474136,-6.3703504,4.7988753,-4.631511,2.5478961,1.9023254,2.7894776,-74.06103,59.446693,123.96825,15.833449,-10.590918,25.297058,50.75977,29.950336,-10.294911,20.724,12.583831,13.519497,-5.6112537,8.038243,1.1707292,5.8230243,-7.358347,7.7718215,-0.85212076,17.260756,32.9342,9.266965,1.6515559,9.399778,-3.7338223,5.916831,10.626566,11.829152,-9.153963,3.1836007,-1.3857809,3.2361934,-8.730265,4.3075314,-13.716226,2.1996138,-8.097431,7.0460806,2.6525981,4.859394,-159.83,99.25454,112.468,19.564146,19.596497,29.575043,58.64056,24.022665,1.721836,20.903025,16.437647,11.434278,1.7463727,16.129,9.858261,12.121403,-1.8109511,7.34338,-0.03890025,15.720247,20.080744,20.544798,12.76621,10.181987,-3.1902168,4.010668,5.06736,7.149863,-9.22783,3.4290407,-2.2417984,5.3459935,-8.719574,5.97884,-8.137595,7.428795,-9.264529,4.865269,-0.34478942,3.6666892,0.04800638338414634,0.02511670830460178,0.1746346,0.099070005,April
-68.87432,66.53588,131.9452,12.946875,-16.481749,21.900429,31.908066,6.6712127,-22.272133,15.071579,21.167418,6.6470213,-5.1029973,6.8465242,13.726616,8.204359,-5.027149,5.519285,15.624268,4.261516,28.897346,7.6515346,-4.352831,9.421775,-7.694183,5.102341,3.7900925,5.296432,-9.787414,3.110526,-1.3721021,3.53965,-5.4405637,3.613156,-15.5599985,5.2352123,-4.8338985,5.477668,6.2365756,3.1236298,-63.4476,30.638514,119.27012,19.417366,-11.602177,12.699469,68.77335,27.905874,-7.1772485,13.364662,3.079901,15.220467,-14.28234,10.297932,0.44124356,5.4610195,-6.8364778,7.89981,-11.115285,13.888887,31.433203,8.893077,10.859981,2.9342456,-0.16455682,7.4266562,12.738069,4.345107,-7.28405,4.2796106,-0.9425246,2.6236606,-13.507642,3.99202,-15.454883,2.9580996,-12.396283,3.7773635,0.8839027,2.6025703,-213.87779,40.0425,109.65395,9.208502,35.13328,9.728667,39.93955,5.6226697,12.779399,11.321336,24.152977,4.623589,18.875292,8.780071,25.295433,10.956821,7.3322444,10.674079,9.160071,4.4870925,0.95199585,18.03236,4.530115,4.972726,-5.7230372,3.7749617,1.4651026,3.1152434,-6.3275075,3.7641299,0.32135013,4.0261054,-6.3217473,2.296376,-4.3661675,3.6150026,-11.932381,3.4822664,0.056712348,2.8769505,0.05459255642361111,0.023208579460029594,0.18354791,0.0806321,April
-139.07,101.50596,131.82228,11.248193,11.2143135,40.36204,47.606483,14.340692,0.5488225,24.490389,22.126842,2.810597,5.0784526,8.420323,11.668804,4.050451,-4.2311335,2.3969197,6.921341,7.2649927,8.739471,18.774086,-6.2067213,5.9904504,-14.125355,4.0720067,-0.09414042,4.033437,-6.5862308,3.4516842,-0.46260118,4.013498,-7.0419955,2.2693706,-8.290625,5.6681833,-2.334979,4.2835164,0.76099324,3.4434621,-96.15784,60.38395,130.35701,23.918007,5.6750536,24.005142,75.79304,35.6335,-1.9228472,15.30574,6.5483785,14.117069,-8.788273,8.537339,-0.7235997,4.4186177,-8.396633,6.182195,-3.6152651,14.325012,22.090088,10.811428,5.5679545,4.1681256,-6.2654257,6.041844,8.576611,5.3352885,-8.689248,4.3981476,0.4664666,6.5142426,-12.063865,5.1183777,-15.042303,3.9404893,-6.2767096,4.7628613,0.021938581,4.708053,-180.70592,62.460476,141.4454,9.461372,41.393784,21.651314,49.377754,7.0513186,3.4504972,17.634146,21.114271,3.8853147,-0.8004221,7.4282403,7.274627,7.273206,-8.054816,6.040201,4.2110534,6.838403,14.878071,17.47993,3.8775477,4.112944,-10.969045,3.751416,-0.7505264,5.3382697,-10.614114,4.786618,-0.3183274,3.7575953,-8.925497,5.3056645,-6.569829,2.9820168,-9.375617,3.1683621,-1.8149171,1.2165068,0.04803936298076923,0.027352828955561917,0.18752824,0.0627183,April
-124.98923,100.421616,129.94008,15.00941,2.5958207,40.948868,36.913322,9.022192,-1.0485505,17.898617,19.826174,4.914972,9.582899,8.327488,15.731014,7.400491,2.6976607,4.722423,13.288398,5.948307,12.665856,18.41107,-6.3782535,3.5457866,-11.331608,1.5171897,3.3120348,6.102022,-8.886832,4.8293653,1.5118934,3.688742,-5.4247913,2.7414613,-8.357297,3.4287748,-2.4356697,6.2934318,2.2612925,2.0488205,-97.48957,58.646156,130.30135,18.9424,2.011134,27.549812,66.44156,29.010622,5.757319,9.768282,-1.8256303,11.817793,-5.7741437,5.8383303,1.8635035,5.8546166,-7.4964104,6.178438,-2.536493,14.056544,23.401129,8.18938,7.3630505,6.6476254,-6.012117,5.1475787,8.326997,5.305817,-8.265421,7.2497234,-2.0554514,3.460731,-11.572759,4.778026,-11.351403,2.9749477,-5.78521,4.7078094,0.46672425,4.3896675,-133.81432,79.13439,131.01738,10.985826,19.623266,28.573824,46.542614,13.092566,-2.792942,14.402927,18.777203,9.680844,0.045212064,16.109667,10.095482,7.6660337,-4.3661294,4.796253,2.3790472,4.584028,15.074084,23.884117,4.4438033,6.8243732,-3.991839,5.7816424,3.5815356,3.4185529,-2.363184,5.856829,2.265782,7.742822,-9.925333,8.424635,-5.068094,3.283358,-15.164742,3.6832068,-3.5378118,3.4562728,0.04950914884868421,0.023253549375496795,0.20023723,0.094224185,April
-127.41823,108.50542,121.17299,17.640038,-2.2069204,28.175287,34.418705,6.5680137,-6.550353,20.365644,27.630836,5.452729,-1.6967962,20.643028,9.510972,9.194658,17.500938,5.2925415,18.04523,4.6379375,6.6374354,3.5947738,10.747223,2.8676155,2.3301878,3.8400037,4.182521,3.1532986,2.3843935,2.5522227,-10.421574,8.212463,-1.4924697,3.677073,-2.1314409,3.851819,1.2858484,1.9551994,1.3650854,3.4720855,-95.17602,70.97477,120.63958,16.551064,-7.054286,17.687733,63.514645,24.53381,0.10122593,14.851378,9.750984,11.67061,-12.436189,9.63252,-0.65906215,6.603621,5.728179,4.88758,-5.5454683,18.225334,13.467507,5.507987,17.875572,5.069289,8.466543,5.67959,9.61278,3.6547332,8.303556,4.758625,-8.9525,4.659205,-6.953865,1.7629374,-2.7839077,5.4915724,-7.1611094,6.2789407,-1.5162776,5.1430583,-188.87225,78.52221,114.61069,22.137104,17.09522,15.032291,37.40648,7.9604053,2.67015,13.08314,24.423637,7.4355226,5.769316,13.80951,9.786872,13.194211,15.965505,7.1516347,12.408588,9.470739,15.135569,7.607726,12.741007,6.1983705,5.633421,2.8303738,3.2011604,3.9299815,-1.8778199,5.204799,-1.1119062,6.684552,-4.9700923,3.9766483,-2.4353607,5.470094,-5.459318,6.5343566,1.6049609,3.7182412,0.038979134908536585,0.024679366050283487,0.18845886,0.10127661,April
-63.025208,51.094208,137.34045,9.498238,-31.580685,14.039344,29.961666,10.646741,-27.53774,9.445736,22.907919,2.818585,-12.087385,8.507073,10.138156,3.9826357,6.5241327,6.23361,7.6357565,2.5820816,31.061666,5.92915,-3.0768385,4.108236,-11.773505,2.3712783,5.786634,2.479972,0.22659047,3.3615665,-9.177538,2.5788314,0.38193128,4.1578913,-7.8051353,3.502303,-5.6535196,2.0828319,5.9673367,2.7838845,-121.32867,67.74395,135.20831,14.82166,-2.9505339,23.252676,53.84497,24.008718,-2.1698701,16.503647,1.9891766,9.182294,-15.214393,8.368295,-2.622297,10.187232,-5.2196064,7.5877433,-4.4818225,12.3460245,26.376184,6.157813,10.922712,4.823012,-1.8507835,3.2306726,10.857798,5.038078,-2.6215663,3.1343703,-4.37192,5.210712,-4.167463,4.342826,-12.7555685,3.6228857,-11.309257,4.920444,3.6411617,4.060131,-82.033005,70.79966,122.922485,20.660194,-14.5961075,16.180159,59.9125,30.105078,-25.380878,7.384226,12.226904,12.04392,-11.085611,9.516497,0.5374209,4.557537,-6.825331,3.3214965,-10.407385,11.671647,39.33724,4.0638475,12.930323,5.0129867,-4.0132227,7.841636,8.165431,3.2526324,-1.5613829,2.6589398,-3.3410506,2.527307,-1.8264621,6.6212296,-12.954213,4.097649,-13.803329,2.727348,1.8891548,2.4554033,0.05739048549107143,0.015176315700987264,0.23073457,0.09783234,April
-148.44775,128.73418,112.39945,15.094715,-0.39428425,32.04143,32.44646,15.663956,-6.8106236,23.302366,29.08294,9.545192,-2.2685459,19.695211,12.716294,9.664676,17.71857,8.108555,17.176508,1.4108968,6.6154237,3.0858297,8.703596,3.2457342,-3.3272798,2.9874742,0.17685707,4.619093,1.0309705,2.6215918,-9.351148,10.567314,4.0141444,3.7133942,-1.7087053,6.3039284,1.1493196,1.3799481,-0.82046056,3.6409729,-126.08991,77.60872,115.76315,21.692518,2.2817087,17.529497,58.42831,30.137173,0.59906274,15.310464,11.4585905,13.483185,-8.068047,11.346382,2.0192502,9.951019,4.577372,6.0568404,-5.143823,21.95068,10.747424,8.103867,12.087613,3.2258103,3.023059,4.531363,5.869444,7.0382104,2.339436,2.8551204,-8.143562,6.874558,-2.3623981,4.625966,-4.1584554,5.1672616,-6.3278956,3.8078332,-4.2158237,6.728408,-151.9433,67.491486,116.492874,13.735774,7.6930976,7.465723,43.051655,20.007158,-1.8490099,7.903292,24.71974,15.375301,-6.7597666,18.688543,7.3840995,7.8616776,8.8208685,3.5358036,4.1073794,14.802653,21.424042,7.0539002,11.030831,2.8725712,2.4593463,4.299857,4.9456058,5.9195814,-0.96009964,3.485617,-4.7767725,5.251326,-6.764139,2.7382624,-8.814528,3.2165108,-6.845296,5.324894,-2.0251114,5.6185527,0.04299514358108108,0.022716518405793546,0.164574,0.0958489,April
-169.88783,98.04922,117.3149,17.108784,3.1149228,24.063164,31.575111,9.302085,-2.7370384,20.79679,26.102074,7.5651083,1.2894583,18.847898,10.098481,9.360216,15.978206,3.4571552,16.868242,3.8819525,5.3689017,2.9158425,7.998255,4.622546,-1.2003399,3.4954212,1.7507097,4.3815165,4.6198153,3.8102665,-7.143267,11.122766,-1.5700064,3.8074248,-2.9002488,6.5877347,0.74429154,1.7784693,2.7245238,2.305698,-97.8209,69.51047,110.37272,21.442719,-4.0858135,22.84841,63.69775,29.572252,-2.8926048,12.281455,14.065028,18.398968,-15.286965,11.336293,-4.775207,8.874564,6.4821887,6.029492,-5.2271266,21.88009,8.484639,4.3056793,13.426452,3.923705,7.1857123,6.292113,8.431825,5.113737,5.041519,4.603315,-8.595834,4.950995,-5.7798367,4.573509,-3.5136576,6.8765283,-9.297231,4.4220743,-1.7771443,5.462513,-167.59299,91.20726,115.5527,14.896247,7.6189246,14.808336,42.063503,18.996525,-2.1106045,14.639562,24.772074,12.918384,0.9889453,15.020113,-0.16681801,11.219433,11.206845,7.8941593,7.351728,11.322562,15.730926,10.870681,16.726032,3.7995458,4.123188,4.1221457,4.896955,3.476942,3.1097589,5.647689,-2.05789,5.286535,-4.4152274,6.1064715,-3.3394742,6.849796,-9.216391,5.545907,0.72463983,8.371601,0.04331568667763158,0.024075809506893787,0.15619023,0.094221294,April
-146.30382,112.65082,124.3844,19.97101,0.30264145,29.395548,29.449402,11.165983,-8.813388,20.693165,24.459991,9.301305,-3.9730694,16.224293,12.8291645,7.816803,17.379581,6.1648545,16.179056,4.342677,8.513272,4.6102467,11.642744,4.5540986,-1.1593821,3.9133625,1.0076766,3.6690104,3.8749652,4.90115,-9.081368,10.649071,0.48677677,4.05052,-0.53310096,7.8808722,2.492901,2.5403264,2.8529058,2.525046,-102.144585,65.535576,127.083725,18.809933,-8.122728,16.410288,64.827286,27.200178,3.9412465,12.775906,8.180158,9.102114,-16.769087,12.017418,0.94184214,7.5322456,8.241794,6.331945,-6.61427,14.925716,14.486529,4.2794337,21.042648,3.3897684,7.369601,6.56516,10.023544,5.5526824,7.056927,4.605637,-6.7451444,5.329547,-5.203981,3.7316163,-3.8160584,4.245541,-6.7448077,3.8105607,-4.002814,4.1069865,-198.97241,51.400303,116.27787,13.619659,12.073967,12.5721855,32.25916,9.268287,2.6179526,9.29232,26.211105,7.672975,1.54838,11.949061,12.228157,7.0518293,8.25326,4.0951834,14.701358,6.20858,16.4964,9.322877,16.758617,4.7813478,7.0317297,4.572973,1.1523484,4.8427224,2.601561,3.9452877,-2.5525892,4.4653535,-3.0094419,5.4856243,-0.5626973,2.883807,-8.535982,6.8737154,1.6548718,3.6971865,0.03757440476190476,0.020351362222966834,0.1638728,0.099875495,April
-75.12953,82.58386,140.32635,14.31029,-27.338045,24.990423,26.005255,8.720412,-20.069977,15.234865,24.373184,6.0458446,-0.75556326,10.805049,1.0808944,7.3181205,8.706809,8.372878,17.651766,5.3654246,11.964901,4.614876,16.539244,2.49925,-7.417719,3.8882952,1.222877,3.340841,4.508372,4.221566,-13.58117,7.835059,4.715185,3.5269873,-8.682935,4.8481812,-0.7420602,2.2870107,2.032195,2.7831035,-70.79661,55.86252,121.677734,21.174118,-14.928104,20.387806,65.61198,23.86025,2.422613,16.245874,0.5223425,10.194882,-19.140272,10.386978,-6.046601,8.552756,8.624373,9.217432,-8.589587,17.225788,11.716412,6.81078,23.6315,7.6194334,4.835125,6.233884,9.018924,4.3315215,5.6043305,3.2798254,-7.4470315,5.5685225,-8.025336,3.0159543,-3.400479,2.9893322,-11.601967,5.6418376,-5.131252,5.103352,-180.36852,59.021698,107.66653,18.267967,6.0073323,7.2704735,36.77963,4.877863,-3.315113,15.1280985,25.508318,7.467333,11.741571,11.318723,12.7016735,12.705422,13.7055025,5.3590417,11.495822,6.9689703,15.380111,10.106327,13.699531,6.5841417,-1.1686491,5.300862,2.2659822,2.8543987,-1.7036991,4.145754,0.44105726,7.206702,-4.3381314,2.4346995,-5.092012,5.514544,-3.881388,8.124664,3.0203097,4.3039136,0.049072265625,0.017444751549310602,0.20102362,0.114610866,April
-118.35595,71.77831,109.659615,22.118607,4.568637,17.866983,55.562904,26.655079,10.51418,9.113798,4.107038,17.695816,5.8854403,11.22846,15.433848,7.2063985,2.8009965,5.760614,-1.4132578,13.048876,6.764472,13.323133,2.8640225,6.02023,7.253639,7.317044,6.036754,4.2540627,-8.636789,5.597605,9.3666935,5.100861,5.285005,3.4645953,-10.08783,12.743631,2.0250003,4.7353992,1.2844092,4.9274898,-73.134445,49.372555,120.57213,34.587006,-4.976303,26.243795,56.626472,16.549116,8.255864,14.736586,-5.608953,15.385893,-4.7892623,13.045719,9.548549,11.645045,-4.1247373,9.962178,1.0973265,5.491656,20.521608,9.044375,-3.2908077,7.8746443,3.5294223,11.281498,12.693883,4.729891,-9.152171,6.4432006,-3.7348895,7.3205914,4.6077704,7.4829845,-9.644385,6.846177,-8.503998,6.8314342,-1.2756917,6.111922,-157.40756,58.569733,122.985596,12.79198,-8.672045,6.859874,39.09908,12.739457,9.263545,10.074201,9.215795,15.4797,10.302566,13.219719,16.760977,7.9863324,6.066323,5.631867,10.903078,3.502335,6.3871994,9.465213,0.54422563,7.887874,5.522355,4.1156745,4.5047145,7.530854,-6.9591327,4.891909,1.9429454,5.2937083,1.2772037,2.9651637,1.7096373,3.3607435,-1.7030326,4.1020575,0.38271013,3.1147773,0.06502278645833333,0.05742958115173013,0.18481836,0.09630959,Desember
-104.609375,65.21318,106.89387,32.659794,4.007636,25.031473,60.188847,29.333883,4.5749655,12.319473,-0.67855656,21.001883,-2.9318743,13.869504,12.817088,7.8644505,1.9018868,4.5373993,1.6138389,6.443838,9.381241,8.64634,6.1954503,2.730833,9.16576,4.361216,3.001007,3.5780299,-10.097719,5.301531,11.703999,7.353047,-0.8098549,6.290732,-8.546996,9.34166,1.9868602,3.909577,-3.8514235,6.3611846,-99.09603,40.96906,112.823555,35.77706,5.4793468,25.682274,56.18665,17.886755,9.563995,10.680055,1.4463398,12.518509,-1.1234139,14.15425,10.719769,10.552284,-4.909696,7.6266837,0.5295371,6.0343614,13.614544,5.8379188,0.38494828,7.5510736,3.3184373,6.81754,8.565406,4.9536786,-11.424485,5.553352,-1.6676577,7.4173083,4.744721,6.768147,-6.456962,4.7967105,-6.545352,8.551486,-2.9524019,4.794924,-137.70871,66.93742,116.391975,18.704462,-14.116834,9.077163,41.38764,17.403711,3.8873885,10.143257,5.3118396,19.44183,8.61044,15.800623,14.648265,11.737263,1.8198985,8.913994,12.481926,6.707054,8.730294,10.3164835,-2.5659854,7.7831287,6.6874356,6.49994,5.6680193,7.9452224,-6.799811,4.967896,3.173857,4.369868,0.669021,4.786704,0.6666813,5.4143386,-0.6431612,5.5509152,-1.6493846,6.142431,0.06343994140625,0.03973562304193949,0.18820089,0.09611387,Desember
-93.109184,61.93764,91.24507,41.627766,4.3360887,26.73793,53.915043,36.30011,4.2246366,11.3539715,-2.9646196,18.682417,0.8665211,11.976349,15.756555,10.487863,-2.9511604,6.7823315,-1.2955203,6.152456,8.110653,5.1913815,3.5661354,4.344351,11.063561,8.277302,3.3091295,7.1338906,-11.639556,7.9162474,8.11169,4.9539614,-0.23280396,4.93555,-12.142062,9.367135,1.049646,3.1992152,-2.1777298,2.7688293,-87.228386,42.04709,119.82671,22.110582,-4.7680407,23.537283,58.655544,15.382711,9.103377,9.084834,-5.850461,12.019972,-1.2600116,15.366318,9.736976,6.184894,-5.185036,8.570453,1.8529382,3.0921283,14.143874,3.6653574,-4.42628,1.9734546,-0.72787803,12.894827,9.777665,2.7104712,-12.7980795,6.6345005,-4.597449,3.9599986,5.1995854,5.513862,-9.988845,6.183321,-10.188872,4.6352096,0.8125578,5.428663,-95.782875,80.826866,122.81014,14.342101,-22.604954,14.82055,47.321617,15.145908,-2.6446643,16.692507,-4.161191,16.408937,-0.5611037,14.404317,8.914539,11.775336,0.7822198,5.112752,13.011483,6.9458833,12.871973,10.8389435,-7.633585,8.91862,6.5331326,4.2332225,8.846476,8.664172,-11.772044,5.2254696,-2.8771923,6.8790975,0.4429134,5.7792354,-3.2363956,6.029667,-3.7554662,2.1906064,-4.7891707,3.9667346,0.08871372767857143,0.08354073050324842,0.21571854,0.09986478,Desember
